record_id,txn_date,fiscal_year,account,department,region,customer_name,customer_email,customer_phone,ssn,credit_card,address,invoice_id,revenue,cogs,gross_profit,operating_expense,net_income,tax_amount,cash_balance,ar_balance,ap_balance
5509,2025-02-22,2025,1009,24,South,Customer 05509,customer05509@example.com,212-555-6509,209-29-6509,5555-5555-5555-4444,"5509 Market St, Suite 209, New York, NY 10001",INV-005509,18833,8707,10126,5171,4955,1040,634373,245869,174761
5510,2021-03-23,2021,1010,25,East,Customer 05510,customer05510@example.com,212-555-6510,210-30-6510,3782-822463-10005,"5510 Market St, Suite 210, New York, NY 10001",INV-005510,18870,8730,10140,5190,4950,1039,634470,245910,174790
5511,2022-04-24,2022,1011,26,West,Customer 05511,customer05511@example.com,212-555-6511,211-31-6511,6011-0009-9013-9424,"5511 Market St, Suite 211, New York, NY 10001",INV-005511,18907,8753,10154,5209,4945,1038,634567,245951,174819
5512,2023-05-25,2023,1012,27,North,Customer 05512,customer05512@example.com,212-555-6512,212-32-6512,4111-1111-1111-1111,"5512 Market St, Suite 212, New York, NY 10001",INV-005512,18944,8776,10168,5228,4940,1037,634664,245992,174848
5513,2024-06-26,2024,1013,28,South,Customer 05513,customer05513@example.com,212-555-6513,213-33-6513,5555-5555-5555-4444,"5513 Market St, Suite 213, New York, NY 10001",INV-005513,18981,8799,10182,5247,4935,1036,634761,246033,174877
5514,2025-07-27,2025,1014,29,East,Customer 05514,customer05514@example.com,212-555-6514,214-34-6514,3782-822463-10005,"5514 Market St, Suite 214, New York, NY 10001",INV-005514,19018,8822,10196,5266,4930,1035,634858,246074,174906
5515,2021-08-28,2021,1015,30,West,Customer 05515,customer05515@example.com,212-555-6515,215-35-6515,6011-0009-9013-9424,"5515 Market St, Suite 215, New York, NY 10001",INV-005515,19055,8845,10210,5285,4925,1034,634955,246115,174935
5516,2022-09-01,2022,1016,31,North,Customer 05516,customer05516@example.com,212-555-6516,216-36-6516,4111-1111-1111-1111,"5516 Market St, Suite 216, New York, NY 10001",INV-005516,19092,8868,10224,5304,4920,1033,635052,246156,174964
5517,2023-10-02,2023,1017,32,South,Customer 05517,customer05517@example.com,212-555-6517,217-37-6517,5555-5555-5555-4444,"5517 Market St, Suite 217, New York, NY 10001",INV-005517,19129,8891,10238,5323,4915,1032,635149,246197,174993
5518,2024-11-03,2024,1018,33,East,Customer 05518,customer05518@example.com,212-555-6518,218-38-6518,3782-822463-10005,"5518 Market St, Suite 218, New York, NY 10001",INV-005518,19166,8914,10252,5342,4910,1031,635246,246238,175022
5519,2025-12-04,2025,1019,34,West,Customer 05519,customer05519@example.com,212-555-6519,219-39-6519,6011-0009-9013-9424,"5519 Market St, Suite 219, New York, NY 10001",INV-005519,19203,8937,10266,5361,4905,1030,635343,246279,175051
5520,2021-01-05,2021,1020,35,North,Customer 05520,customer05520@example.com,212-555-6520,220-40-6520,4111-1111-1111-1111,"5520 Market St, Suite 220, New York, NY 10001",INV-005520,19240,8960,10280,5380,4900,1029,635440,246320,175080
5521,2022-02-06,2022,1021,36,South,Customer 05521,customer05521@example.com,212-555-6521,221-41-6521,5555-5555-5555-4444,"5521 Market St, Suite 221, New York, NY 10001",INV-005521,19277,8983,10294,5399,4895,1027,635537,246361,175109
5522,2023-03-07,2023,1022,37,East,Customer 05522,customer05522@example.com,212-555-6522,222-42-6522,3782-822463-10005,"5522 Market St, Suite 222, New York, NY 10001",INV-005522,19314,9006,10308,5418,4890,1026,635634,246402,175138
5523,2024-04-08,2024,1023,38,West,Customer 05523,customer05523@example.com,212-555-6523,223-43-6523,6011-0009-9013-9424,"5523 Market St, Suite 223, New York, NY 10001",INV-005523,19351,9029,10322,5437,4885,1025,635731,246443,175167
5524,2025-05-09,2025,1024,39,North,Customer 05524,customer05524@example.com,212-555-6524,224-44-6524,4111-1111-1111-1111,"5524 Market St, Suite 224, New York, NY 10001",INV-005524,19388,9052,10336,5456,4880,1024,635828,246484,175196
5525,2021-06-10,2021,1025,40,South,Customer 05525,customer05525@example.com,212-555-6525,225-45-6525,5555-5555-5555-4444,"5525 Market St, Suite 225, New York, NY 10001",INV-005525,19425,9075,10350,5475,4875,1023,635925,246525,175225
5526,2022-07-11,2022,1026,41,East,Customer 05526,customer05526@example.com,212-555-6526,226-46-6526,3782-822463-10005,"5526 Market St, Suite 226, New York, NY 10001",INV-005526,19462,9098,10364,5494,4870,1022,636022,246566,175254
5527,2023-08-12,2023,1027,42,West,Customer 05527,customer05527@example.com,212-555-6527,227-47-6527,6011-0009-9013-9424,"5527 Market St, Suite 227, New York, NY 10001",INV-005527,19499,9121,10378,5513,4865,1021,636119,246607,175283
5528,2024-09-13,2024,1028,43,North,Customer 05528,customer05528@example.com,212-555-6528,228-48-6528,4111-1111-1111-1111,"5528 Market St, Suite 228, New York, NY 10001",INV-005528,19536,9144,10392,5532,4860,1020,636216,246648,175312
5529,2025-10-14,2025,1029,44,South,Customer 05529,customer05529@example.com,212-555-6529,229-49-6529,5555-5555-5555-4444,"5529 Market St, Suite 229, New York, NY 10001",INV-005529,19573,9167,10406,5551,4855,1019,636313,246689,175341
5530,2021-11-15,2021,1030,10,East,Customer 05530,customer05530@example.com,212-555-6530,230-50-6530,3782-822463-10005,"5530 Market St, Suite 230, New York, NY 10001",INV-005530,19610,9190,10420,5570,4850,1018,636410,246730,175370
5531,2022-12-16,2022,1031,11,West,Customer 05531,customer05531@example.com,212-555-6531,231-51-6531,6011-0009-9013-9424,"5531 Market St, Suite 231, New York, NY 10001",INV-005531,19647,9213,10434,5589,4845,1017,636507,246771,175399
5532,2023-01-17,2023,1032,12,North,Customer 05532,customer05532@example.com,212-555-6532,232-52-6532,4111-1111-1111-1111,"5532 Market St, Suite 232, New York, NY 10001",INV-005532,19684,9236,10448,5608,4840,1016,636604,246812,175428
5533,2024-02-18,2024,1033,13,South,Customer 05533,customer05533@example.com,212-555-6533,233-53-6533,5555-5555-5555-4444,"5533 Market St, Suite 233, New York, NY 10001",INV-005533,19721,9259,10462,5627,4835,1015,636701,246853,175457
5534,2025-03-19,2025,1034,14,East,Customer 05534,customer05534@example.com,212-555-6534,234-54-6534,3782-822463-10005,"5534 Market St, Suite 234, New York, NY 10001",INV-005534,19758,9282,10476,5646,4830,1014,636798,246894,175486
5535,2021-04-20,2021,1035,15,West,Customer 05535,customer05535@example.com,212-555-6535,235-55-6535,6011-0009-9013-9424,"5535 Market St, Suite 235, New York, NY 10001",INV-005535,19795,9305,10490,5665,4825,1013,636895,246935,175515
5536,2022-05-21,2022,1036,16,North,Customer 05536,customer05536@example.com,212-555-6536,236-56-6536,4111-1111-1111-1111,"5536 Market St, Suite 236, New York, NY 10001",INV-005536,19832,9328,10504,5684,4820,1012,636992,246976,175544
5537,2023-06-22,2023,1037,17,South,Customer 05537,customer05537@example.com,212-555-6537,237-57-6537,5555-5555-5555-4444,"5537 Market St, Suite 237, New York, NY 10001",INV-005537,19869,9351,10518,5703,4815,1011,637089,247017,175573
5538,2024-07-23,2024,1038,18,East,Customer 05538,customer05538@example.com,212-555-6538,238-58-6538,3782-822463-10005,"5538 Market St, Suite 238, New York, NY 10001",INV-005538,19906,9374,10532,5722,4810,1010,637186,247058,175602
5539,2025-08-24,2025,1039,19,West,Customer 05539,customer05539@example.com,212-555-6539,239-59-6539,6011-0009-9013-9424,"5539 Market St, Suite 239, New York, NY 10001",INV-005539,19943,9397,10546,5741,4805,1009,637283,247099,175631
5540,2021-09-25,2021,1040,20,North,Customer 05540,customer05540@example.com,212-555-6540,240-60-6540,4111-1111-1111-1111,"5540 Market St, Suite 240, New York, NY 10001",INV-005540,19980,9420,10560,5760,4800,1008,637380,247140,175660
5541,2022-10-26,2022,1041,21,South,Customer 05541,customer05541@example.com,212-555-6541,241-61-6541,5555-5555-5555-4444,"5541 Market St, Suite 241, New York, NY 10001",INV-005541,20017,9443,10574,5779,4795,1006,637477,247181,175689
5542,2023-11-27,2023,1042,22,East,Customer 05542,customer05542@example.com,212-555-6542,242-62-6542,3782-822463-10005,"5542 Market St, Suite 242, New York, NY 10001",INV-005542,20054,9466,10588,5798,4790,1005,637574,247222,175718
5543,2024-12-28,2024,1043,23,West,Customer 05543,customer05543@example.com,212-555-6543,243-63-6543,6011-0009-9013-9424,"5543 Market St, Suite 243, New York, NY 10001",INV-005543,20091,9489,10602,5817,4785,1004,637671,247263,175747
5544,2025-01-01,2025,1044,24,North,Customer 05544,customer05544@example.com,212-555-6544,244-64-6544,4111-1111-1111-1111,"5544 Market St, Suite 244, New York, NY 10001",INV-005544,20128,9512,10616,5836,4780,1003,637768,247304,175776
5545,2021-02-02,2021,1045,25,South,Customer 05545,customer05545@example.com,212-555-6545,245-65-6545,5555-5555-5555-4444,"5545 Market St, Suite 245, New York, NY 10001",INV-005545,20165,9535,10630,5855,4775,1002,637865,247345,175805
5546,2022-03-03,2022,1046,26,East,Customer 05546,customer05546@example.com,212-555-6546,246-66-6546,3782-822463-10005,"5546 Market St, Suite 246, New York, NY 10001",INV-005546,20202,9558,10644,5874,4770,1001,637962,247386,175834
5547,2023-04-04,2023,1047,27,West,Customer 05547,customer05547@example.com,212-555-6547,247-67-6547,6011-0009-9013-9424,"5547 Market St, Suite 247, New York, NY 10001",INV-005547,20239,9581,10658,5893,4765,1000,638059,247427,175863
5548,2024-05-05,2024,1048,28,North,Customer 05548,customer05548@example.com,212-555-6548,248-68-6548,4111-1111-1111-1111,"5548 Market St, Suite 248, New York, NY 10001",INV-005548,20276,9604,10672,5912,4760,999,638156,247468,175892
5549,2025-06-06,2025,1049,29,South,Customer 05549,customer05549@example.com,212-555-6549,249-69-6549,5555-5555-5555-4444,"5549 Market St, Suite 249, New York, NY 10001",INV-005549,20313,9627,10686,5931,4755,998,638253,247509,175921
5550,2021-07-07,2021,1050,30,East,Customer 05550,customer05550@example.com,212-555-6550,250-70-6550,3782-822463-10005,"5550 Market St, Suite 250, New York, NY 10001",INV-005550,20350,9650,10700,5950,4750,997,638350,247550,175950
5551,2022-08-08,2022,1051,31,West,Customer 05551,customer05551@example.com,212-555-6551,251-71-6551,6011-0009-9013-9424,"5551 Market St, Suite 251, New York, NY 10001",INV-005551,20387,9673,10714,5969,4745,996,638447,247591,175979
5552,2023-09-09,2023,1052,32,North,Customer 05552,customer05552@example.com,212-555-6552,252-72-6552,4111-1111-1111-1111,"5552 Market St, Suite 252, New York, NY 10001",INV-005552,20424,9696,10728,5988,4740,995,638544,247632,176008
5553,2024-10-10,2024,1053,33,South,Customer 05553,customer05553@example.com,212-555-6553,253-73-6553,5555-5555-5555-4444,"5553 Market St, Suite 253, New York, NY 10001",INV-005553,20461,9719,10742,6007,4735,994,638641,247673,176037
5554,2025-11-11,2025,1054,34,East,Customer 05554,customer05554@example.com,212-555-6554,254-74-6554,3782-822463-10005,"5554 Market St, Suite 254, New York, NY 10001",INV-005554,20498,9742,10756,6026,4730,993,638738,247714,176066
5555,2021-12-12,2021,1055,35,West,Customer 05555,customer05555@example.com,212-555-6555,255-75-6555,6011-0009-9013-9424,"5555 Market St, Suite 255, New York, NY 10001",INV-005555,20535,9765,10770,6045,4725,992,638835,247755,176095
5556,2022-01-13,2022,1056,36,North,Customer 05556,customer05556@example.com,212-555-6556,256-76-6556,4111-1111-1111-1111,"5556 Market St, Suite 256, New York, NY 10001",INV-005556,20572,9788,10784,6064,4720,991,638932,247796,176124
5557,2023-02-14,2023,1057,37,South,Customer 05557,customer05557@example.com,212-555-6557,257-77-6557,5555-5555-5555-4444,"5557 Market St, Suite 257, New York, NY 10001",INV-005557,20609,9811,10798,6083,4715,990,639029,247837,176153
5558,2024-03-15,2024,1058,38,East,Customer 05558,customer05558@example.com,212-555-6558,258-78-6558,3782-822463-10005,"5558 Market St, Suite 258, New York, NY 10001",INV-005558,20646,9834,10812,6102,4710,989,639126,247878,176182
5559,2025-04-16,2025,1059,39,West,Customer 05559,customer05559@example.com,212-555-6559,259-79-6559,6011-0009-9013-9424,"5559 Market St, Suite 259, New York, NY 10001",INV-005559,20683,9857,10826,6121,4705,988,639223,247919,176211
5560,2021-05-17,2021,1060,40,North,Customer 05560,customer05560@example.com,212-555-6560,260-80-6560,4111-1111-1111-1111,"5560 Market St, Suite 260, New York, NY 10001",INV-005560,20720,9880,10840,6140,4700,987,639320,247960,176240
5561,2022-06-18,2022,1061,41,South,Customer 05561,customer05561@example.com,212-555-6561,261-81-6561,5555-5555-5555-4444,"5561 Market St, Suite 261, New York, NY 10001",INV-005561,20757,9903,10854,6159,4695,985,639417,248001,176269
5562,2023-07-19,2023,1062,42,East,Customer 05562,customer05562@example.com,212-555-6562,262-82-6562,3782-822463-10005,"5562 Market St, Suite 262, New York, NY 10001",INV-005562,20794,9926,10868,6178,4690,984,639514,248042,176298
5563,2024-08-20,2024,1063,43,West,Customer 05563,customer05563@example.com,212-555-6563,263-83-6563,6011-0009-9013-9424,"5563 Market St, Suite 263, New York, NY 10001",INV-005563,20831,9949,10882,6197,4685,983,639611,248083,176327
5564,2025-09-21,2025,1064,44,North,Customer 05564,customer05564@example.com,212-555-6564,264-84-6564,4111-1111-1111-1111,"5564 Market St, Suite 264, New York, NY 10001",INV-005564,20868,9972,10896,6216,4680,982,639708,248124,176356
5565,2021-10-22,2021,1065,10,South,Customer 05565,customer05565@example.com,212-555-6565,265-85-6565,5555-5555-5555-4444,"5565 Market St, Suite 265, New York, NY 10001",INV-005565,20905,9995,10910,6235,4675,981,639805,248165,176385
5566,2022-11-23,2022,1066,11,East,Customer 05566,customer05566@example.com,212-555-6566,266-86-6566,3782-822463-10005,"5566 Market St, Suite 266, New York, NY 10001",INV-005566,20942,10018,10924,6254,4670,980,639902,248206,176414
5567,2023-12-24,2023,1067,12,West,Customer 05567,customer05567@example.com,212-555-6567,267-87-6567,6011-0009-9013-9424,"5567 Market St, Suite 267, New York, NY 10001",INV-005567,20979,10041,10938,6273,4665,979,639999,248247,176443
5568,2024-01-25,2024,1068,13,North,Customer 05568,customer05568@example.com,212-555-6568,268-88-6568,4111-1111-1111-1111,"5568 Market St, Suite 268, New York, NY 10001",INV-005568,21016,10064,10952,6292,4660,978,640096,248288,176472
5569,2025-02-26,2025,1069,14,South,Customer 05569,customer05569@example.com,212-555-6569,269-89-6569,5555-5555-5555-4444,"5569 Market St, Suite 269, New York, NY 10001",INV-005569,21053,10087,10966,6311,4655,977,640193,248329,176501
5570,2021-03-27,2021,1070,15,East,Customer 05570,customer05570@example.com,212-555-6570,270-90-6570,3782-822463-10005,"5570 Market St, Suite 270, New York, NY 10001",INV-005570,21090,10110,10980,6330,4650,976,640290,248370,176530
5571,2022-04-28,2022,1071,16,West,Customer 05571,customer05571@example.com,212-555-6571,271-91-6571,6011-0009-9013-9424,"5571 Market St, Suite 271, New York, NY 10001",INV-005571,21127,10133,10994,6349,4645,975,640387,248411,176559
5572,2023-05-01,2023,1072,17,North,Customer 05572,customer05572@example.com,212-555-6572,272-92-6572,4111-1111-1111-1111,"5572 Market St, Suite 272, New York, NY 10001",INV-005572,21164,10156,11008,6368,4640,974,640484,248452,176588
5573,2024-06-02,2024,1073,18,South,Customer 05573,customer05573@example.com,212-555-6573,273-93-6573,5555-5555-5555-4444,"5573 Market St, Suite 273, New York, NY 10001",INV-005573,21201,10179,11022,6387,4635,973,640581,248493,176617
5574,2025-07-03,2025,1074,19,East,Customer 05574,customer05574@example.com,212-555-6574,274-94-6574,3782-822463-10005,"5574 Market St, Suite 274, New York, NY 10001",INV-005574,21238,10202,11036,6406,4630,972,640678,248534,176646
5575,2021-08-04,2021,1075,20,West,Customer 05575,customer05575@example.com,212-555-6575,275-95-6575,6011-0009-9013-9424,"5575 Market St, Suite 275, New York, NY 10001",INV-005575,21275,10225,11050,6425,4625,971,640775,248575,176675
5576,2022-09-05,2022,1076,21,North,Customer 05576,customer05576@example.com,212-555-6576,276-96-6576,4111-1111-1111-1111,"5576 Market St, Suite 276, New York, NY 10001",INV-005576,21312,10248,11064,6444,4620,970,640872,248616,176704
5577,2023-10-06,2023,1077,22,South,Customer 05577,customer05577@example.com,212-555-6577,277-97-6577,5555-5555-5555-4444,"5577 Market St, Suite 277, New York, NY 10001",INV-005577,21349,10271,11078,6463,4615,969,640969,248657,176733
5578,2024-11-07,2024,1078,23,East,Customer 05578,customer05578@example.com,212-555-6578,278-98-6578,3782-822463-10005,"5578 Market St, Suite 278, New York, NY 10001",INV-005578,21386,10294,11092,6482,4610,968,641066,248698,176762
5579,2025-12-08,2025,1079,24,West,Customer 05579,customer05579@example.com,212-555-6579,279-99-6579,6011-0009-9013-9424,"5579 Market St, Suite 279, New York, NY 10001",INV-005579,21423,10317,11106,6501,4605,967,641163,248739,176791
5580,2021-01-09,2021,1080,25,North,Customer 05580,customer05580@example.com,212-555-6580,280-10-6580,4111-1111-1111-1111,"5580 Market St, Suite 280, New York, NY 10001",INV-005580,21460,10340,11120,6520,4600,966,641260,248780,176820
5581,2022-02-10,2022,1081,26,South,Customer 05581,customer05581@example.com,212-555-6581,281-11-6581,5555-5555-5555-4444,"5581 Market St, Suite 281, New York, NY 10001",INV-005581,21497,10363,11134,6539,4595,964,641357,248821,176849
5582,2023-03-11,2023,1082,27,East,Customer 05582,customer05582@example.com,212-555-6582,282-12-6582,3782-822463-10005,"5582 Market St, Suite 282, New York, NY 10001",INV-005582,21534,10386,11148,6558,4590,963,641454,248862,176878
5583,2024-04-12,2024,1083,28,West,Customer 05583,customer05583@example.com,212-555-6583,283-13-6583,6011-0009-9013-9424,"5583 Market St, Suite 283, New York, NY 10001",INV-005583,21571,10409,11162,6577,4585,962,641551,248903,176907
5584,2025-05-13,2025,1084,29,North,Customer 05584,customer05584@example.com,212-555-6584,284-14-6584,4111-1111-1111-1111,"5584 Market St, Suite 284, New York, NY 10001",INV-005584,21608,10432,11176,6596,4580,961,641648,248944,176936
5585,2021-06-14,2021,1085,30,South,Customer 05585,customer05585@example.com,212-555-6585,285-15-6585,5555-5555-5555-4444,"5585 Market St, Suite 285, New York, NY 10001",INV-005585,21645,10455,11190,6615,4575,960,641745,248985,176965
5586,2022-07-15,2022,1086,31,East,Customer 05586,customer05586@example.com,212-555-6586,286-16-6586,3782-822463-10005,"5586 Market St, Suite 286, New York, NY 10001",INV-005586,21682,10478,11204,6634,4570,959,641842,249026,176994
5587,2023-08-16,2023,1087,32,West,Customer 05587,customer05587@example.com,212-555-6587,287-17-6587,6011-0009-9013-9424,"5587 Market St, Suite 287, New York, NY 10001",INV-005587,21719,10501,11218,6653,4565,958,641939,249067,177023
5588,2024-09-17,2024,1088,33,North,Customer 05588,customer05588@example.com,212-555-6588,288-18-6588,4111-1111-1111-1111,"5588 Market St, Suite 288, New York, NY 10001",INV-005588,21756,10524,11232,6672,4560,957,642036,249108,177052
5589,2025-10-18,2025,1089,34,South,Customer 05589,customer05589@example.com,212-555-6589,289-19-6589,5555-5555-5555-4444,"5589 Market St, Suite 289, New York, NY 10001",INV-005589,21793,10547,11246,6691,4555,956,642133,249149,177081
5590,2021-11-19,2021,1090,35,East,Customer 05590,customer05590@example.com,212-555-6590,290-20-6590,3782-822463-10005,"5590 Market St, Suite 290, New York, NY 10001",INV-005590,21830,10570,11260,6710,4550,955,642230,249190,177110
5591,2022-12-20,2022,1091,36,West,Customer 05591,customer05591@example.com,212-555-6591,291-21-6591,6011-0009-9013-9424,"5591 Market St, Suite 291, New York, NY 10001",INV-005591,21867,10593,11274,6729,4545,954,642327,249231,177139
5592,2023-01-21,2023,1092,37,North,Customer 05592,customer05592@example.com,212-555-6592,292-22-6592,4111-1111-1111-1111,"5592 Market St, Suite 292, New York, NY 10001",INV-005592,21904,10616,11288,6748,4540,953,642424,249272,177168
5593,2024-02-22,2024,1093,38,South,Customer 05593,customer05593@example.com,212-555-6593,293-23-6593,5555-5555-5555-4444,"5593 Market St, Suite 293, New York, NY 10001",INV-005593,21941,10639,11302,6767,4535,952,642521,249313,177197
5594,2025-03-23,2025,1094,39,East,Customer 05594,customer05594@example.com,212-555-6594,294-24-6594,3782-822463-10005,"5594 Market St, Suite 294, New York, NY 10001",INV-005594,21978,10662,11316,6786,4530,951,642618,249354,177226
5595,2021-04-24,2021,1095,40,West,Customer 05595,customer05595@example.com,212-555-6595,295-25-6595,6011-0009-9013-9424,"5595 Market St, Suite 295, New York, NY 10001",INV-005595,22015,10685,11330,6805,4525,950,642715,249395,177255
5596,2022-05-25,2022,1096,41,North,Customer 05596,customer05596@example.com,212-555-6596,296-26-6596,4111-1111-1111-1111,"5596 Market St, Suite 296, New York, NY 10001",INV-005596,22052,10708,11344,6824,4520,949,642812,249436,177284
5597,2023-06-26,2023,1097,42,South,Customer 05597,customer05597@example.com,212-555-6597,297-27-6597,5555-5555-5555-4444,"5597 Market St, Suite 297, New York, NY 10001",INV-005597,22089,10731,11358,6843,4515,948,642909,249477,177313
5598,2024-07-27,2024,1098,43,East,Customer 05598,customer05598@example.com,212-555-6598,298-28-6598,3782-822463-10005,"5598 Market St, Suite 298, New York, NY 10001",INV-005598,22126,10754,11372,6862,4510,947,643006,249518,177342
5599,2025-08-28,2025,1099,44,West,Customer 05599,customer05599@example.com,212-555-6599,299-29-6599,6011-0009-9013-9424,"5599 Market St, Suite 299, New York, NY 10001",INV-005599,22163,10777,11386,6881,4505,946,643103,249559,177371
5600,2021-09-01,2021,1100,10,North,Customer 05600,customer05600@example.com,212-555-6600,300-30-6600,4111-1111-1111-1111,"5600 Market St, Suite 300, New York, NY 10001",INV-005600,22200,10800,11400,6900,4500,945,643200,249600,177400
5601,2022-10-02,2022,1101,11,South,Customer 05601,customer05601@example.com,212-555-6601,301-31-6601,5555-5555-5555-4444,"5601 Market St, Suite 301, New York, NY 10001",INV-005601,22237,10823,11414,6919,4495,943,643297,249641,177429
5602,2023-11-03,2023,1102,12,East,Customer 05602,customer05602@example.com,212-555-6602,302-32-6602,3782-822463-10005,"5602 Market St, Suite 302, New York, NY 10001",INV-005602,22274,10846,11428,6938,4490,942,643394,249682,177458
5603,2024-12-04,2024,1103,13,West,Customer 05603,customer05603@example.com,212-555-6603,303-33-6603,6011-0009-9013-9424,"5603 Market St, Suite 303, New York, NY 10001",INV-005603,22311,10869,11442,6957,4485,941,643491,249723,177487
5604,2025-01-05,2025,1104,14,North,Customer 05604,customer05604@example.com,212-555-6604,304-34-6604,4111-1111-1111-1111,"5604 Market St, Suite 304, New York, NY 10001",INV-005604,22348,10892,11456,6976,4480,940,643588,249764,177516
5605,2021-02-06,2021,1105,15,South,Customer 05605,customer05605@example.com,212-555-6605,305-35-6605,5555-5555-5555-4444,"5605 Market St, Suite 305, New York, NY 10001",INV-005605,22385,10915,11470,6995,4475,939,643685,249805,177545
5606,2022-03-07,2022,1106,16,East,Customer 05606,customer05606@example.com,212-555-6606,306-36-6606,3782-822463-10005,"5606 Market St, Suite 306, New York, NY 10001",INV-005606,22422,10938,11484,7014,4470,938,643782,249846,177574
5607,2023-04-08,2023,1107,17,West,Customer 05607,customer05607@example.com,212-555-6607,307-37-6607,6011-0009-9013-9424,"5607 Market St, Suite 307, New York, NY 10001",INV-005607,22459,10961,11498,7033,4465,937,643879,249887,177603
5608,2024-05-09,2024,1108,18,North,Customer 05608,customer05608@example.com,212-555-6608,308-38-6608,4111-1111-1111-1111,"5608 Market St, Suite 308, New York, NY 10001",INV-005608,22496,10984,11512,7052,4460,936,643976,249928,177632
5609,2025-06-10,2025,1109,19,South,Customer 05609,customer05609@example.com,212-555-6609,309-39-6609,5555-5555-5555-4444,"5609 Market St, Suite 309, New York, NY 10001",INV-005609,22533,11007,11526,7071,4455,935,644073,249969,177661
5610,2021-07-11,2021,1110,20,East,Customer 05610,customer05610@example.com,212-555-6610,310-40-6610,3782-822463-10005,"5610 Market St, Suite 310, New York, NY 10001",INV-005610,22570,11030,11540,7090,4450,934,644170,250010,177690
5611,2022-08-12,2022,1111,21,West,Customer 05611,customer05611@example.com,212-555-6611,311-41-6611,6011-0009-9013-9424,"5611 Market St, Suite 311, New York, NY 10001",INV-005611,22607,11053,11554,7109,4445,933,644267,250051,177719
5612,2023-09-13,2023,1112,22,North,Customer 05612,customer05612@example.com,212-555-6612,312-42-6612,4111-1111-1111-1111,"5612 Market St, Suite 312, New York, NY 10001",INV-005612,22644,11076,11568,7128,4440,932,644364,250092,177748
5613,2024-10-14,2024,1113,23,South,Customer 05613,customer05613@example.com,212-555-6613,313-43-6613,5555-5555-5555-4444,"5613 Market St, Suite 313, New York, NY 10001",INV-005613,22681,11099,11582,7147,4435,931,644461,250133,177777
5614,2025-11-15,2025,1114,24,East,Customer 05614,customer05614@example.com,212-555-6614,314-44-6614,3782-822463-10005,"5614 Market St, Suite 314, New York, NY 10001",INV-005614,22718,11122,11596,7166,4430,930,644558,250174,177806
5615,2021-12-16,2021,1115,25,West,Customer 05615,customer05615@example.com,212-555-6615,315-45-6615,6011-0009-9013-9424,"5615 Market St, Suite 315, New York, NY 10001",INV-005615,22755,11145,11610,7185,4425,929,644655,250215,177835
5616,2022-01-17,2022,1116,26,North,Customer 05616,customer05616@example.com,212-555-6616,316-46-6616,4111-1111-1111-1111,"5616 Market St, Suite 316, New York, NY 10001",INV-005616,22792,11168,11624,7204,4420,928,644752,250256,177864
5617,2023-02-18,2023,1117,27,South,Customer 05617,customer05617@example.com,212-555-6617,317-47-6617,5555-5555-5555-4444,"5617 Market St, Suite 317, New York, NY 10001",INV-005617,22829,11191,11638,7223,4415,927,644849,250297,177893
5618,2024-03-19,2024,1118,28,East,Customer 05618,customer05618@example.com,212-555-6618,318-48-6618,3782-822463-10005,"5618 Market St, Suite 318, New York, NY 10001",INV-005618,22866,11214,11652,7242,4410,926,644946,250338,177922
5619,2025-04-20,2025,1119,29,West,Customer 05619,customer05619@example.com,212-555-6619,319-49-6619,6011-0009-9013-9424,"5619 Market St, Suite 319, New York, NY 10001",INV-005619,22903,11237,11666,7261,4405,925,645043,250379,177951
5620,2021-05-21,2021,1120,30,North,Customer 05620,customer05620@example.com,212-555-6620,320-50-6620,4111-1111-1111-1111,"5620 Market St, Suite 320, New York, NY 10001",INV-005620,22940,11260,11680,7280,4400,924,645140,250420,177980
5621,2022-06-22,2022,1121,31,South,Customer 05621,customer05621@example.com,212-555-6621,321-51-6621,5555-5555-5555-4444,"5621 Market St, Suite 321, New York, NY 10001",INV-005621,22977,11283,11694,7299,4395,922,645237,250461,178009
5622,2023-07-23,2023,1122,32,East,Customer 05622,customer05622@example.com,212-555-6622,322-52-6622,3782-822463-10005,"5622 Market St, Suite 322, New York, NY 10001",INV-005622,23014,11306,11708,7318,4390,921,645334,250502,178038
5623,2024-08-24,2024,1123,33,West,Customer 05623,customer05623@example.com,212-555-6623,323-53-6623,6011-0009-9013-9424,"5623 Market St, Suite 323, New York, NY 10001",INV-005623,23051,11329,11722,7337,4385,920,645431,250543,178067
5624,2025-09-25,2025,1124,34,North,Customer 05624,customer05624@example.com,212-555-6624,324-54-6624,4111-1111-1111-1111,"5624 Market St, Suite 324, New York, NY 10001",INV-005624,23088,11352,11736,7356,4380,919,645528,250584,178096
5625,2021-10-26,2021,1125,35,South,Customer 05625,customer05625@example.com,212-555-6625,325-55-6625,5555-5555-5555-4444,"5625 Market St, Suite 325, New York, NY 10001",INV-005625,23125,11375,11750,7375,4375,918,645625,250625,178125
5626,2022-11-27,2022,1126,36,East,Customer 05626,customer05626@example.com,212-555-6626,326-56-6626,3782-822463-10005,"5626 Market St, Suite 326, New York, NY 10001",INV-005626,23162,11398,11764,7394,4370,917,645722,250666,178154
5627,2023-12-28,2023,1127,37,West,Customer 05627,customer05627@example.com,212-555-6627,327-57-6627,6011-0009-9013-9424,"5627 Market St, Suite 327, New York, NY 10001",INV-005627,23199,11421,11778,7413,4365,916,645819,250707,178183
