Load ID,Pickup Date,Truck ID,Driver Name,Lane,Miles,Revenue USD,Est Cost USD,Profit USD,Profit Margin %
L000997,2025-01-22,T0280,Jesse Williams,"Kansas City, MO → Richmond, VA",2325,3859.5,3954.99,-95.49,-2.47
L000998,2025-09-09,T0069,Hayden Taylor,"Charlotte, NC → Milwaukee, WI",376,894.88,711.59,183.29,20.48
L000999,2025-01-13,T0323,Taylor Moore,"Charlotte, NC → Baltimore, MD",2053,3325.86,3585.33,-259.47,-7.8
L001000,2025-05-11,T0233,Jesse Martinez,"Charlotte, NC → Richmond, VA",467,1466.38,819.24,647.14,44.13
L001001,2025-05-04,T0138,Cameron Williams,"Atlanta, GA → Salt Lake City, UT",1938,3507.78,3259.38,248.4,7.08
L001002,2025-03-17,T0091,Kai Wilson,"Miami, FL → San Jose, CA",1506,3192.72,3261.56,-68.84,-2.16
L001003,2025-09-17,T0380,Alex Rodriguez,"Charlotte, NC → Raleigh, NC",208,684.32,318.06,366.26,53.52
L001004,2025-02-04,T0264,Taylor Gonzalez,"Dallas, TX → Orlando, FL",769,2007.09,1349.68,657.41,32.75
L001005,2025-06-18,T0048,Kai Garcia,"Portland, OR → New York, NY",748,2311.32,1456.31,855.01,36.99
L001006,2025-06-27,T0057,Drew Miller,"Miami, FL → Norfolk, VA",2368,5233.28,3644.43,1588.85,30.36
L001007,2025-07-20,T0269,Cameron Brown,"Portland, OR → Cincinnati, OH",807,1662.42,1432.64,229.78,13.82
L001008,2025-09-06,T0372,Jesse Williams,"Los Angeles, CA → Norfolk, VA",372,1171.8,670.14,501.66,42.81
L001009,2025-06-08,T0290,Harper Lopez,"Boston, MA → Jacksonville, FL",733,1700.56,1325.22,375.34,22.07
L001010,2025-05-12,T0229,Rowan Thomas,"Portland, OR → Milwaukee, WI",1569,3279.21,2902.25,376.96,11.5
L001011,2025-04-03,T0392,Jordan Anderson,"Denver, CO → Milwaukee, WI",1625,3152.5,2957.89,194.61,6.17
L001012,2025-01-30,T0225,Quinn Taylor,"Atlanta, GA → Minneapolis, MN",455,1069.25,881.64,187.61,17.55
L001013,2025-07-20,T0288,Drew Garcia,"Chicago, IL → New York, NY",2386,5416.22,4355.51,1060.71,19.58
L001014,2025-04-18,T0090,Taylor Williams,"Kansas City, MO → Jacksonville, FL",1964,3201.32,3195.18,6.14,0.19
L001015,2025-09-14,T0142,Harper Hernandez,"Portland, OR → Louisville, KY",795,1931.85,1533.44,398.41,20.62
L001016,2025-09-19,T0122,Cameron Williams,"Savannah, GA → Louisville, KY",1392,3062.4,2505.76,556.64,18.18
L001017,2025-03-30,T0186,Cameron Brown,"Memphis, TN → Orlando, FL",1855,4359.25,3535.32,823.93,18.9
L001018,2025-04-23,T0031,Micah Jackson,"San Antonio, TX → Philadelphia, PA",1301,2484.91,2191.18,293.73,11.82
L001019,2025-07-08,T0308,Riley Moore,"Los Angeles, CA → Jacksonville, FL",756,2079.0,1331.6,747.4,35.95
L001020,2025-02-12,T0310,Drew Jackson,"Seattle, WA → Orlando, FL",2077,3489.36,3222.03,267.33,7.66
L001021,2025-07-28,T0129,Alex Johnson,"Seattle, WA → Milwaukee, WI",1609,4022.5,2891.11,1131.39,28.13
L001022,2025-08-13,T0215,Reese Miller,"Los Angeles, CA → Boise, ID",994,2415.42,1728.36,687.06,28.44
L001023,2025-05-01,T0307,Harper Smith,"Memphis, TN → Minneapolis, MN",635,1739.9,1245.0,494.9,28.44
L001024,2025-03-12,T0272,Reese Gonzalez,"Miami, FL → Jacksonville, FL",1747,3948.22,2924.23,1023.99,25.94
L001025,2025-07-30,T0167,Cameron Rodriguez,"Portland, OR → Milwaukee, WI",2261,4341.12,4125.57,215.55,4.97
L001026,2025-02-08,T0127,Reese Moore,"Savannah, GA → Boise, ID",854,1836.1,1591.76,244.34,13.31
L001027,2025-01-08,T0194,Logan Hernandez,"Los Angeles, CA → Buffalo, NY",412,927.0,746.78,180.22,19.44
L001028,2025-02-28,T0301,Casey Gonzalez,"San Antonio, TX → Norfolk, VA",1233,2268.72,2073.13,195.59,8.62
L001029,2025-07-19,T0370,Harper Miller,"Los Angeles, CA → New York, NY",331,906.94,544.76,362.18,39.93
L001030,2025-06-20,T0080,Reese Moore,"Portland, OR → San Diego, CA",465,1483.35,924.58,558.77,37.67
L001031,2025-07-25,T0220,Logan Wilson,"Los Angeles, CA → Raleigh, NC",1185,2346.3,2113.23,233.07,9.93
L001032,2025-08-30,T0064,Hayden Martin,"Newark, NJ → Richmond, VA",1669,3438.14,2733.95,704.19,20.48
L001033,2025-04-08,T0215,Avery Anderson,"San Antonio, TX → Minneapolis, MN",1455,3462.9,2255.33,1207.57,34.87
L001034,2025-03-09,T0264,Riley Miller,"Seattle, WA → San Diego, CA",321,844.23,535.48,308.75,36.57
L001035,2025-04-20,T0066,Kai Johnson,"Atlanta, GA → Pittsburgh, PA",484,1142.24,853.4,288.84,25.29
L001036,2025-02-25,T0272,Harper Gonzalez,"Savannah, GA → Salt Lake City, UT",724,2019.96,1397.93,622.03,30.79
L001037,2025-07-26,T0029,Reese Williams,"Atlanta, GA → Jacksonville, FL",1603,3446.45,3285.87,160.58,4.66
L001038,2025-07-23,T0224,Harper Taylor,"Miami, FL → Louisville, KY",389,1085.31,690.82,394.49,36.35
L001039,2025-01-12,T0125,Alex Brown,"Atlanta, GA → Tampa, FL",1751,3939.75,2968.18,971.57,24.66
L001040,2025-08-15,T0021,Alex Williams,"Newark, NJ → Cincinnati, OH",819,1629.81,1450.49,179.32,11.0
L001041,2025-03-20,T0136,Finley Miller,"Dallas, TX → Milwaukee, WI",657,1918.44,1230.5,687.94,35.86
L001042,2025-02-24,T0279,Hayden Martin,"Savannah, GA → Raleigh, NC",831,1537.35,1618.31,-80.96,-5.27
L001043,2025-02-22,T0146,Jordan Gonzalez,"Columbus, OH → Baltimore, MD",477,1321.29,805.03,516.26,39.07
L001044,2025-05-25,T0056,Taylor Moore,"Columbus, OH → Raleigh, NC",2364,5602.68,3486.09,2116.59,37.78
L001045,2025-04-11,T0005,Harper Wilson,"Memphis, TN → Orlando, FL",915,1628.7,1657.59,-28.89,-1.77
L001046,2025-03-01,T0142,Micah Martinez,"Columbus, OH → Birmingham, AL",2041,3428.88,3677.94,-249.06,-7.26
L001047,2025-06-14,T0131,Harper Miller,"Kansas City, MO → Salt Lake City, UT",2428,4831.72,4303.24,528.48,10.94
L001048,2025-04-20,T0300,Jesse Lopez,"Columbus, OH → Buffalo, NY",1966,4659.42,3380.3,1279.12,27.45
L001049,2025-08-20,T0346,Morgan Miller,"Columbus, OH → Orlando, FL",1589,3098.55,2761.38,337.17,10.88
L001050,2025-06-13,T0059,Jesse Martinez,"Seattle, WA → Pittsburgh, PA",1759,3465.23,3580.29,-115.06,-3.32
L001051,2025-08-11,T0011,Rowan Jackson,"Newark, NJ → Orlando, FL",169,572.91,309.52,263.39,45.97
L001052,2025-08-21,T0349,Kai Johnson,"Boston, MA → Milwaukee, WI",1201,2990.49,2173.51,816.98,27.32
L001053,2025-01-04,T0299,Jordan Davis,"Boston, MA → Jacksonville, FL",537,1406.94,1071.39,335.55,23.85
L001054,2025-03-11,T0072,Reese Gonzalez,"Memphis, TN → Tampa, FL",645,1876.95,1273.69,603.26,32.14
L001055,2025-06-25,T0213,Reese Garcia,"Atlanta, GA → Minneapolis, MN",1351,2418.29,2519.27,-100.98,-4.18
L001056,2025-07-19,T0344,Morgan Gonzalez,"Atlanta, GA → San Diego, CA",297,1143.45,560.63,582.82,50.97
L001057,2025-03-02,T0115,Micah Wilson,"San Antonio, TX → New York, NY",1164,2316.36,2340.63,-24.27,-1.05
L001058,2025-05-20,T0359,Harper Gonzalez,"Newark, NJ → Tampa, FL",1954,4845.92,3353.55,1492.37,30.8
L001059,2025-07-19,T0018,Riley Thomas,"Memphis, TN → Salt Lake City, UT",1927,3680.57,3294.61,385.96,10.49
L001060,2025-05-24,T0042,Jesse Wilson,"Seattle, WA → Birmingham, AL",902,2200.88,1732.12,468.76,21.3
L001061,2025-01-07,T0088,Jordan Thomas,"Columbus, OH → Jacksonville, FL",2431,5494.06,4685.86,808.2,14.71
L001062,2025-06-28,T0044,Jordan Thomas,"Memphis, TN → Orlando, FL",195,739.05,330.85,408.2,55.23
L001063,2025-04-09,T0383,Rowan Jackson,"Los Angeles, CA → Orlando, FL",1280,2969.6,2038.3,931.3,31.36
L001064,2025-02-24,T0003,Emerson Martinez,"Nashville, TN → Norfolk, VA",998,2255.48,1744.69,510.79,22.65
L001065,2025-08-23,T0387,Cameron Davis,"Portland, OR → Milwaukee, WI",2088,4885.92,3466.62,1419.3,29.05
L001066,2025-07-16,T0088,Harper Gonzalez,"Phoenix, AZ → Raleigh, NC",459,1069.47,882.51,186.96,17.48
L001067,2025-05-03,T0245,Emerson Rodriguez,"Houston, TX → Richmond, VA",2171,4407.13,4111.14,295.99,6.72
L001068,2025-06-16,T0040,Logan Wilson,"Columbus, OH → Pittsburgh, PA",1713,3186.18,2632.09,554.09,17.39
L001069,2025-05-16,T0331,Jordan Thomas,"Dallas, TX → Norfolk, VA",381,891.54,687.76,203.78,22.86
L001070,2025-07-18,T0013,Emerson Martinez,"Seattle, WA → Pittsburgh, PA",1703,3201.64,2840.15,361.49,11.29
L001071,2025-02-13,T0092,Alex Williams,"Seattle, WA → Louisville, KY",390,1123.2,663.4,459.8,40.94
L001072,2025-06-29,T0108,Jesse Gonzalez,"San Antonio, TX → Buffalo, NY",852,2019.24,1382.39,636.85,31.54
L001073,2025-05-02,T0076,Drew Rodriguez,"Phoenix, AZ → Cincinnati, OH",741,1808.04,1220.09,587.95,32.52
L001074,2025-03-26,T0063,Avery Miller,"San Antonio, TX → Richmond, VA",2296,4224.64,4218.29,6.35,0.15
L001075,2025-03-05,T0061,Jesse Williams,"Columbus, OH → Birmingham, AL",768,2380.8,1249.7,1131.1,47.51
L001076,2025-09-05,T0144,Jesse Martin,"Atlanta, GA → Buffalo, NY",563,1632.7,982.73,649.97,39.81
L001077,2025-04-25,T0163,Quinn Garcia,"Miami, FL → Cincinnati, OH",569,1365.6,973.22,392.38,28.73
L001078,2025-05-26,T0123,Quinn Thomas,"Denver, CO → San Diego, CA",2423,5209.45,4272.3,937.15,17.99
L001079,2025-05-24,T0034,Jesse Lopez,"Kansas City, MO → Tampa, FL",1014,2423.46,1784.91,638.55,26.35
L001080,2025-03-01,T0205,Morgan Anderson,"Indianapolis, IN → San Diego, CA",695,1647.15,1244.0,403.15,24.48
L001081,2025-03-03,T0234,Drew Miller,"Memphis, TN → Richmond, VA",1795,3984.9,3536.69,448.21,11.25
L001082,2025-01-09,T0064,Jordan Gonzalez,"San Antonio, TX → Tampa, FL",583,1305.92,971.33,334.59,25.62
L001083,2025-06-20,T0210,Kai Johnson,"Newark, NJ → San Jose, CA",2034,4088.34,3446.51,641.83,15.7
L001084,2025-04-16,T0390,Jesse Gonzalez,"Dallas, TX → Boise, ID",622,1884.66,1123.96,760.7,40.36
L001085,2025-08-02,T0370,Avery Taylor,"Houston, TX → San Diego, CA",830,1552.1,1463.89,88.21,5.68
L001086,2025-08-02,T0238,Jordan Taylor,"Los Angeles, CA → Richmond, VA",2140,3852.0,3692.66,159.34,4.14
L001087,2025-08-20,T0314,Quinn Anderson,"Portland, OR → Louisville, KY",685,1726.2,1232.28,493.92,28.61
L001088,2025-03-15,T0382,Casey Rodriguez,"Charlotte, NC → San Jose, CA",871,1620.06,1450.24,169.82,10.48
L001089,2025-04-10,T0216,Harper Wilson,"Atlanta, GA → Cincinnati, OH",317,893.94,523.89,370.05,41.4
L001090,2025-08-03,T0359,Alex Martin,"Nashville, TN → Tampa, FL",299,1073.41,565.94,507.47,47.28
L001091,2025-08-19,T0011,Rowan Miller,"Memphis, TN → San Jose, CA",1418,2963.62,2409.99,553.63,18.68
L001092,2025-05-04,T0157,Taylor Gonzalez,"Houston, TX → San Jose, CA",324,813.24,588.5,224.74,27.64
L001093,2025-02-08,T0257,Harper Smith,"San Antonio, TX → Salt Lake City, UT",2008,3995.92,3824.77,171.15,4.28
L001094,2025-09-12,T0110,Logan Thomas,"Miami, FL → San Jose, CA",1878,4131.6,3249.18,882.42,21.36
L001095,2025-06-15,T0086,Kai Brown,"Miami, FL → San Jose, CA",1477,2939.23,2298.0,641.23,21.82
L001096,2025-08-03,T0239,Cameron Brown,"Memphis, TN → Richmond, VA",569,1365.6,891.77,473.83,34.7
L001097,2025-01-01,T0212,Morgan Taylor,"Boston, MA → Pittsburgh, PA",270,882.9,445.39,437.51,49.55
L001098,2025-07-30,T0059,Reese Taylor,"Atlanta, GA → New York, NY",1731,3254.28,2914.71,339.57,10.43
L001099,2025-05-16,T0364,Hayden Martin,"Portland, OR → Birmingham, AL",1226,2145.5,2073.28,72.22,3.37
L001100,2025-05-12,T0317,Kai Wilson,"Kansas City, MO → Boise, ID",1415,2858.3,2374.77,483.53,16.92
L001101,2025-02-05,T0332,Avery Taylor,"Phoenix, AZ → Salt Lake City, UT",199,790.03,311.02,479.01,60.63
L001102,2025-05-25,T0268,Finley Miller,"Seattle, WA → San Jose, CA",1041,2487.99,1893.11,594.88,23.91
L001103,2025-04-18,T0002,Jordan Thomas,"Charlotte, NC → New York, NY",825,2037.75,1381.68,656.07,32.2
L001104,2025-08-22,T0018,Jesse Martin,"Chicago, IL → Baltimore, MD",131,471.6,212.33,259.27,54.98
L001105,2025-08-11,T0133,Morgan Anderson,"Chicago, IL → Louisville, KY",1429,3015.19,2432.5,582.69,19.33
L001106,2025-08-28,T0329,Alex Johnson,"Memphis, TN → Milwaukee, WI",1696,3188.48,3057.41,131.07,4.11
L001107,2025-06-19,T0213,Cameron Moore,"San Antonio, TX → Jacksonville, FL",162,565.38,280.6,284.78,50.37
L001108,2025-05-27,T0305,Drew Garcia,"Indianapolis, IN → Cincinnati, OH",584,1810.4,1019.4,791.0,43.69
L001109,2025-03-28,T0287,Logan Thomas,"Portland, OR → New York, NY",1542,2960.64,2827.44,133.2,4.5
L001110,2025-06-28,T0273,Morgan Jones,"Miami, FL → Louisville, KY",2274,3752.1,3890.83,-138.73,-3.7
L001111,2025-05-17,T0396,Harper Miller,"Dallas, TX → Tampa, FL",2121,3584.49,3861.93,-277.44,-7.74
L001112,2025-02-05,T0286,Micah Wilson,"Phoenix, AZ → Jacksonville, FL",142,440.2,326.7,113.5,25.78
L001113,2025-07-02,T0198,Reese Williams,"Seattle, WA → Milwaukee, WI",2136,5062.32,3896.93,1165.39,23.02
L001114,2025-02-12,T0171,Alex Thomas,"Seattle, WA → Baltimore, MD",1577,3705.95,2683.64,1022.31,27.59
L001115,2025-03-25,T0302,Kai Brown,"Columbus, OH → Baltimore, MD",2105,3410.1,4023.13,-613.03,-17.98
L001116,2025-04-22,T0378,Kai Martin,"Denver, CO → Birmingham, AL",300,762.0,456.35,305.65,40.11
L001117,2025-02-02,T0288,Cameron Williams,"San Antonio, TX → New York, NY",347,770.34,660.09,110.25,14.31
L001118,2025-01-16,T0248,Finley Taylor,"Denver, CO → Norfolk, VA",1817,3052.56,2792.57,259.99,8.52
L001119,2025-07-23,T0279,Hayden Martin,"San Antonio, TX → Louisville, KY",355,862.65,742.63,120.02,13.91
L001120,2025-08-21,T0167,Logan Thomas,"Columbus, OH → Boise, ID",1970,3664.2,3307.17,357.03,9.74
L001121,2025-07-27,T0275,Kai Martinez,"Miami, FL → Richmond, VA",395,1094.15,807.17,286.98,26.23
L001122,2025-03-16,T0265,Casey Rodriguez,"Newark, NJ → New York, NY",135,448.2,240.05,208.15,46.44
L001123,2025-08-16,T0361,Taylor Wilson,"Nashville, TN → Pittsburgh, PA",284,911.64,507.4,404.24,44.34
L001124,2025-06-30,T0309,Alex Thomas,"Columbus, OH → Norfolk, VA",713,1668.42,1400.21,268.21,16.08
L001125,2025-01-18,T0251,Quinn Taylor,"Atlanta, GA → Raleigh, NC",1038,2553.48,1733.62,819.86,32.11
L001126,2025-07-24,T0061,Rowan Thomas,"Denver, CO → Salt Lake City, UT",387,917.19,821.77,95.42,10.4
L001127,2025-06-22,T0077,Harper Lopez,"Portland, OR → Louisville, KY",2427,5387.94,4409.42,978.52,18.16
L001128,2025-02-06,T0391,Kai Thomas,"Boston, MA → Raleigh, NC",881,1665.09,1788.64,-123.55,-7.42
L001129,2025-06-30,T0060,Finley Taylor,"Columbus, OH → Buffalo, NY",2114,3826.34,4051.57,-225.23,-5.89
L001130,2025-05-24,T0307,Drew Rodriguez,"Kansas City, MO → New York, NY",1678,2802.26,3307.31,-505.05,-18.02
L001131,2025-05-01,T0183,Cameron Brown,"Chicago, IL → Tampa, FL",1883,3012.8,2908.83,103.97,3.45
L001132,2025-09-07,T0251,Drew Jackson,"Kansas City, MO → Cincinnati, OH",1764,3298.68,3272.5,26.18,0.79
L001133,2025-05-18,T0387,Morgan Gonzalez,"Dallas, TX → Norfolk, VA",1828,3016.2,3215.67,-199.47,-6.61
L001134,2025-09-20,T0346,Hayden Martin,"Portland, OR → Raleigh, NC",565,1740.2,890.91,849.29,48.8
L001135,2025-06-25,T0242,Reese Gonzalez,"Newark, NJ → Pittsburgh, PA",2224,5092.96,3824.13,1268.83,24.91
L001136,2025-09-13,T0206,Rowan Garcia,"Savannah, GA → Baltimore, MD",892,2060.52,1730.99,329.53,15.99
L001137,2025-08-27,T0002,Cameron Smith,"Newark, NJ → Pittsburgh, PA",1994,3230.28,3582.83,-352.55,-10.91
L001138,2025-02-01,T0094,Casey Rodriguez,"Atlanta, GA → San Jose, CA",576,1589.76,955.55,634.21,39.89
L001139,2025-02-07,T0257,Jordan Moore,"Kansas City, MO → New York, NY",200,670.0,361.96,308.04,45.98
L001140,2025-09-10,T0001,Morgan Jones,"Miami, FL → Cincinnati, OH",1824,3447.36,3396.95,50.41,1.46
L001141,2025-08-27,T0174,Jordan Moore,"Nashville, TN → Richmond, VA",147,574.77,273.99,300.78,52.33
L001142,2025-01-19,T0227,Finley Moore,"Savannah, GA → Boise, ID",1523,3030.77,3037.08,-6.31,-0.21
L001143,2025-01-24,T0210,Hayden Taylor,"Memphis, TN → Milwaukee, WI",1939,4013.73,3123.87,889.86,22.17
L001144,2025-06-26,T0063,Morgan Taylor,"Atlanta, GA → Salt Lake City, UT",276,971.52,414.94,556.58,57.29
L001145,2025-08-16,T0219,Harper Taylor,"Denver, CO → Buffalo, NY",177,612.42,289.26,323.16,52.77
L001146,2025-02-22,T0090,Alex Rodriguez,"Charlotte, NC → Milwaukee, WI",579,1673.31,994.18,679.13,40.59
L001147,2025-04-24,T0137,Hayden Garcia,"Savannah, GA → Tampa, FL",752,2361.28,1420.53,940.75,39.84
L001148,2025-03-30,T0109,Harper Davis,"Portland, OR → Orlando, FL",1820,4022.2,3189.54,832.66,20.7
L001149,2025-09-06,T0105,Taylor Wilson,"Columbus, OH → Boise, ID",725,2095.25,1196.95,898.3,42.87
L001150,2025-08-18,T0131,Harper Hernandez,"Seattle, WA → Tampa, FL",1142,2752.22,2022.63,729.59,26.51
L001151,2025-04-24,T0155,Rowan Miller,"Miami, FL → Raleigh, NC",1682,3834.96,3145.91,689.05,17.97
L001152,2025-02-18,T0013,Harper Rodriguez,"Miami, FL → Salt Lake City, UT",2438,4680.96,3921.27,759.69,16.23
L001153,2025-08-30,T0243,Logan Lopez,"Boston, MA → Norfolk, VA",1879,3739.21,3788.96,-49.75,-1.33
L001154,2025-02-22,T0245,Logan Miller,"Houston, TX → Birmingham, AL",539,1579.27,1050.7,528.57,33.47
L001155,2025-05-26,T0201,Micah Martinez,"Memphis, TN → Baltimore, MD",374,1028.5,722.85,305.65,29.72
L001156,2025-04-19,T0370,Logan Miller,"Savannah, GA → New York, NY",1323,2513.7,2258.21,255.49,10.16
L001157,2025-04-26,T0243,Hayden Anderson,"Columbus, OH → Buffalo, NY",1619,2800.87,2633.18,167.69,5.99
L001158,2025-05-18,T0383,Logan Lopez,"Nashville, TN → Baltimore, MD",406,1067.78,860.23,207.55,19.44
L001159,2025-08-14,T0283,Morgan Lopez,"Nashville, TN → Tampa, FL",1571,3629.01,2995.72,633.29,17.45
L001160,2025-04-12,T0313,Kai Johnson,"Phoenix, AZ → Boise, ID",611,1820.78,1127.47,693.31,38.08
L001161,2025-08-29,T0200,Alex Smith,"Newark, NJ → Boise, ID",1892,4257.0,3667.0,590.0,13.86
L001162,2025-07-30,T0202,Rowan Brown,"Atlanta, GA → Tampa, FL",1204,2215.36,1789.4,425.96,19.23
L001163,2025-07-20,T0070,Jordan Miller,"Savannah, GA → San Jose, CA",1821,2931.81,3135.7,-203.89,-6.95
L001164,2025-02-04,T0369,Rowan Jackson,"Denver, CO → Minneapolis, MN",2068,3515.6,3479.16,36.44,1.04
L001165,2025-08-08,T0181,Reese Taylor,"Nashville, TN → Jacksonville, FL",1989,3898.44,3679.05,219.39,5.63
L001166,2025-05-22,T0058,Avery Jones,"Denver, CO → Pittsburgh, PA",425,1173.0,769.11,403.89,34.43
L001167,2025-03-20,T0052,Harper Smith,"Boston, MA → Philadelphia, PA",2398,4292.42,4517.09,-224.67,-5.23
L001168,2025-02-10,T0367,Logan Wilson,"Memphis, TN → Philadelphia, PA",2297,5466.86,4111.37,1355.49,24.79
L001169,2025-05-22,T0060,Jesse Martin,"Nashville, TN → New York, NY",737,1982.53,1229.67,752.86,37.97
L001170,2025-04-11,T0150,Taylor Rodriguez,"Phoenix, AZ → Norfolk, VA",932,1873.32,1564.66,308.66,16.48
L001171,2025-03-02,T0173,Casey Garcia,"Denver, CO → Norfolk, VA",443,1036.62,787.49,249.13,24.03
L001172,2025-01-02,T0246,Kai Martin,"Indianapolis, IN → Salt Lake City, UT",1988,4512.76,3121.91,1390.85,30.82
L001173,2025-05-18,T0295,Cameron Williams,"Miami, FL → New York, NY",1590,3164.1,2950.42,213.68,6.75
L001174,2025-05-29,T0164,Jordan Gonzalez,"San Antonio, TX → San Jose, CA",1511,3445.08,2804.58,640.5,18.59
L001175,2025-05-27,T0077,Reese Moore,"Boston, MA → Jacksonville, FL",543,1580.13,1028.94,551.19,34.88
L001176,2025-08-19,T0240,Logan Lopez,"Miami, FL → Raleigh, NC",1801,3439.91,3382.34,57.57,1.67
L001177,2025-09-13,T0332,Micah Martinez,"Kansas City, MO → Norfolk, VA",1286,2211.92,2297.28,-85.36,-3.86
L001178,2025-05-30,T0241,Casey Gonzalez,"Houston, TX → Pittsburgh, PA",2120,4579.2,3754.09,825.11,18.02
L001179,2025-08-18,T0081,Harper Lopez,"Boston, MA → Jacksonville, FL",647,1902.18,1312.84,589.34,30.98
L001180,2025-07-04,T0285,Cameron Moore,"San Antonio, TX → Salt Lake City, UT",773,1862.93,1234.23,628.7,33.75
L001181,2025-02-03,T0250,Kai Garcia,"Denver, CO → Tampa, FL",1889,4306.92,3324.32,982.6,22.81
L001182,2025-02-13,T0087,Harper Wilson,"Boston, MA → San Diego, CA",1063,2072.85,1787.78,285.07,13.75
L001183,2025-02-01,T0315,Jordan Thomas,"San Antonio, TX → Minneapolis, MN",1369,3312.98,2350.15,962.83,29.06
L001184,2025-07-08,T0066,Jordan Miller,"Charlotte, NC → Milwaukee, WI",477,1078.02,866.82,211.2,19.59
L001185,2025-05-12,T0008,Hayden Anderson,"Columbus, OH → Tampa, FL",2272,4748.48,3390.06,1358.42,28.61
L001186,2025-01-14,T0352,Rowan Jackson,"Houston, TX → San Diego, CA",2274,4366.08,4003.4,362.68,8.31
L001187,2025-03-23,T0136,Taylor Smith,"Columbus, OH → Baltimore, MD",1235,2136.55,2405.33,-268.78,-12.58
L001188,2025-02-01,T0161,Emerson Brown,"Savannah, GA → Baltimore, MD",1385,2991.6,2455.03,536.57,17.94
L001189,2025-04-23,T0152,Rowan Jackson,"Savannah, GA → Orlando, FL",1930,4226.7,3562.49,664.21,15.71
L001190,2025-09-11,T0117,Jesse Williams,"Charlotte, NC → Milwaukee, WI",708,2081.52,1286.42,795.1,38.2
L001191,2025-02-13,T0264,Cameron Gonzalez,"Newark, NJ → Salt Lake City, UT",1649,3627.8,2809.82,817.98,22.55
L001192,2025-02-04,T0071,Harper Martin,"Indianapolis, IN → San Jose, CA",1361,2790.05,2381.78,408.27,14.63
L001193,2025-04-05,T0335,Kai Martin,"Dallas, TX → Milwaukee, WI",1100,1958.0,1717.09,240.91,12.3
L001194,2025-04-15,T0279,Jesse Wilson,"Phoenix, AZ → Tampa, FL",1292,3100.8,2234.56,866.24,27.94
L001195,2025-04-24,T0019,Jordan Taylor,"Kansas City, MO → Orlando, FL",2465,5595.55,4300.33,1295.22,23.15
L001196,2025-08-05,T0343,Finley Jackson,"Newark, NJ → Richmond, VA",1863,3651.48,2817.41,834.07,22.84
L001197,2025-09-09,T0101,Taylor Rodriguez,"Boston, MA → Buffalo, NY",2257,3656.34,4100.94,-444.6,-12.16
L001198,2025-01-28,T0070,Finley Jackson,"Newark, NJ → Norfolk, VA",1551,3070.98,2533.2,537.78,17.51
L001199,2025-07-31,T0223,Kai Brown,"Newark, NJ → Norfolk, VA",342,762.66,665.37,97.29,12.76
L001200,2025-01-11,T0296,Morgan Miller,"Portland, OR → San Diego, CA",1017,1769.58,1928.85,-159.27,-9.0
L001201,2025-06-13,T0244,Hayden Martin,"Chicago, IL → San Diego, CA",1523,3441.98,2883.9,558.08,16.21
L001202,2025-08-09,T0397,Alex Rodriguez,"Houston, TX → San Diego, CA",2038,4279.8,4075.58,204.22,4.77
L001203,2025-03-31,T0108,Rowan Jackson,"Boston, MA → Salt Lake City, UT",168,509.04,291.99,217.05,42.64
L001204,2025-04-02,T0101,Finley Davis,"Memphis, TN → Louisville, KY",1760,3625.6,2990.04,635.56,17.53
L001205,2025-09-09,T0305,Drew Miller,"Newark, NJ → New York, NY",1872,4623.84,3423.68,1200.16,25.96
L001206,2025-05-26,T0330,Reese Taylor,"Phoenix, AZ → Minneapolis, MN",972,2216.16,1736.75,479.41,21.63
L001207,2025-07-18,T0201,Jordan Davis,"Chicago, IL → San Diego, CA",1562,3483.26,2799.53,683.73,19.63
L001208,2025-09-13,T0286,Jesse Martinez,"Phoenix, AZ → Raleigh, NC",2252,5202.12,3931.0,1271.12,24.43
L001209,2025-01-17,T0135,Jordan Gonzalez,"Denver, CO → Louisville, KY",945,1606.5,1626.03,-19.53,-1.22
L001210,2025-03-06,T0293,Quinn Anderson,"Indianapolis, IN → Baltimore, MD",1124,2506.52,1985.51,521.01,20.79
L001211,2025-07-24,T0280,Morgan Gonzalez,"Indianapolis, IN → San Diego, CA",2227,4609.89,3858.88,751.01,16.29
L001212,2025-05-11,T0043,Morgan Jones,"Denver, CO → Pittsburgh, PA",1336,2685.36,2066.08,619.28,23.06
L001213,2025-07-29,T0266,Kai Johnson,"Boston, MA → Salt Lake City, UT",818,1316.98,1622.28,-305.3,-23.18
L001214,2025-07-21,T0050,Drew Rodriguez,"Indianapolis, IN → Tampa, FL",413,1115.1,722.69,392.41,35.19
L001215,2025-03-27,T0193,Drew Rodriguez,"Charlotte, NC → Raleigh, NC",631,1962.41,1014.51,947.9,48.3
L001216,2025-01-18,T0108,Micah Brown,"Houston, TX → Jacksonville, FL",550,1584.0,933.27,650.73,41.08
L001217,2025-09-20,T0214,Logan Lopez,"Boston, MA → Salt Lake City, UT",1004,2088.32,1827.55,260.77,12.49
L001218,2025-05-24,T0340,Alex Jones,"Charlotte, NC → Orlando, FL",995,1601.95,1638.52,-36.57,-2.28
L001219,2025-05-30,T0113,Harper Davis,"Indianapolis, IN → Boise, ID",709,1935.57,1162.81,772.76,39.92
L001220,2025-08-25,T0068,Hayden Garcia,"San Antonio, TX → Salt Lake City, UT",1631,2609.6,2881.71,-272.11,-10.43
L001221,2025-02-21,T0315,Micah Smith,"Savannah, GA → Buffalo, NY",2053,4229.18,3340.53,888.65,21.01
